name,providerCode,phoneNumber,address,streetAddress1,streetAddress2,city,state,zipCode,country,status,latitude,longitude,createdAt,updatedAt
Four Seasons Riyadh,four-seasons-riyadh,,"Kingdom Centre, Olaya St,, Al Olaya, Riyadh, 11321, Saudi Arabia","Kingdom Centre, Olaya St,",Al Olaya,Riyadh,,11321,Saudi Arabia,Active - Non-accruing,24.6869236,46.6885021,2025-12-03T22:54:50.000Z,2025-12-03T22:54:50.000Z
Four Seasons Dubai at Jumeirah,four-seasons-dubai-at-jumeirah,,"Jumeira St - Jumeirah -, Jumeirah 2, Dubai, United Arab Emirates",Jumeira St - Jumeirah -,Jumeirah 2,Dubai,,,United Arab Emirates,Active - Non-accruing,25.2031255,55.2414134,2025-12-03T22:58:44.000Z,2025-12-03T22:59:04.000Z
W Hotel Doha,w-hotel-doha,,"Building 262, Street 831, Doha, Qatar","Building 262, Street 831",,Doha,,,Qatar,Active - Non-accruing,25.2304366,51.5478459,2025-12-03T23:02:14.000Z,2025-12-03T23:02:14.000Z
Katara Club,katara-club,,"Katara Cultural Village, Off Shakespeare Street, Doha, Qatar","Katara Cultural Village, Off Shakespeare Street",,Doha,,,Qatar,Active - Non-accruing,25.3609635,51.5245304,2025-12-03T23:06:22.000Z,2025-12-03T23:06:22.000Z
"The Royal Atlantis, The Palm Dubai",the-royal-atlantis-the-palm-dubai,,"Palm Jumeirah - Crescent Rd - Nakhlat Jumeira, Dubai, United Arab Emirates",Palm Jumeirah - Crescent Rd - Nakhlat Jumeira,,Dubai,,,United Arab Emirates,Active - Non-accruing,25.1086982,55.1095227,2025-12-03T23:16:45.000Z,2025-12-03T23:16:45.000Z
Orange Twist - Tustin,orange-twist-tustin,,"3865 Portola Parkway, Suite 900, Irvine, CA, 92602, USA",3865 Portola Parkway,Suite 900,Irvine,CA,92602,USA,Active - Non-accruing,33.7348011,-117.7618124,2025-12-03T23:41:49.000Z,2025-12-03T23:41:49.000Z
Orange Twist - Alliance,orange-twist-alliance,682-204-3016,"3062 Texas Sage Trail, Suite 4100, Fort Worth, TX, 76177, USA",3062 Texas Sage Trail,Suite 4100,Fort Worth,TX,76177,USA,Active - Non-accruing,32.9118976,-97.3117698,2025-12-03T23:43:41.000Z,2025-12-03T23:44:10.000Z
Orange Twist - Bellevue,orange-twist-bellevue,425-628-4522,"1700 116th Ave. NE, Suite 101, Bellevue, WA, 98004, USA",1700 116th Ave. NE,Suite 101,Bellevue,WA,98004,USA,Active - Non-accruing,47.6258071,-122.1850286,2025-12-03T23:47:01.000Z,2025-12-03T23:47:01.000Z
Orange Twist - Brea,orange-twist-brea,714-706-9400,"375 W. Birch Street, Brea, CA, 92821, USA",375 W. Birch Street,,Brea,CA,92821,USA,Active - Non-accruing,33.9194205,-117.9021662,2025-12-03T23:50:17.000Z,2025-12-03T23:50:17.000Z
Orange Twist - Brentwood,orange-twist-brentwood,424-363-9980,"11710 Barrington Court, Brentwood, CA, 90049, USA",11710 Barrington Court,,Brentwood,CA,90049,USA,Active - Non-accruing,34.0642035,-118.4694468,2025-12-03T23:52:57.000Z,2025-12-03T23:52:57.000Z
Orange Twist - Princeton,orange-twist-princeton,609-445-1200,"3535 US-1 S, Unit 463A, Princeton, NJ, 08540, USA",3535 US-1 S,Unit 463A,Princeton,NJ,08540,USA,Active - Non-accruing,40.3147016,-74.66051370000001,2025-12-03T23:57:30.000Z,2025-12-03T23:57:41.000Z
Orange Twist - South Bay,orange-twist-south-bay,310-647-5694,"730 South Allied Way, , Suite C, El Segundo, CA, 90245, USA","730 South Allied Way, ",Suite C,El Segundo,CA,90245,USA,Active - Non-accruing,33.906247,-118.390548,2025-12-04T00:04:35.000Z,2025-12-04T00:04:56.000Z
Orange Twist - Sugarland,orange-twist-sugarland,832-821-8706,"18851 University Blvd, Suite 250, Sugar Land, TX, 77479, USA",18851 University Blvd,Suite 250,Sugar Land,TX,77479,USA,Active - Non-accruing,29.5513484,-95.5845789,2025-12-04T00:07:55.000Z,2025-12-04T00:07:55.000Z
Orange Twist - Fort Worth,orange-twist-fort-worth,817-717-6753,"5925 Convair Drive , Suite 545, Fort Worth, TX, 76109, USA",5925 Convair Drive ,Suite 545,Fort Worth,TX,76109,USA,Active - Non-accruing,32.6987214,-97.4123448,2025-12-04T00:10:04.000Z,2025-12-04T00:10:31.000Z
Orange Twist - Highland Village,orange-twist-highland-village,940-248-4932,"1101 Shoal Creek,, Suite 120, Highland Village, TX, 75077, USA","1101 Shoal Creek,",Suite 120,Highland Village,TX,75077,USA,Active - Non-accruing,33.0731334,-97.08700840000002,2025-12-04T00:12:48.000Z,2025-12-04T00:13:21.000Z
Orange Twist - Houston,orange-twist-houston,346-552-8310,"5160 Buffalo Speedway, Houston, TX, 77005, USA",5160 Buffalo Speedway,,Houston,TX,77005,USA,Active - Non-accruing,29.7268358,-95.429857,2025-12-04T00:17:12.000Z,2025-12-04T00:17:37.000Z
Orange Twist - Mockingbird Station,orange-twist-mockingbird-station,972-430-8181,"5331 E. Mockingbird Ln , Suite 130, Dallas, TX, 75206, USA",5331 E. Mockingbird Ln ,Suite 130,Dallas,TX,75206,USA,Active - Non-accruing,32.8373457,-96.77632559999999,2025-12-04T00:21:04.000Z,2025-12-04T00:21:22.000Z
Orange Twist - Westlake Village,orange-twist-westlake-village,805-202-4676,"30750 Russell Ranch Rd , Suite F, Westlake Village, CA, 91362, USA",30750 Russell Ranch Rd ,Suite F,Westlake Village,CA,91362,USA,Active - Non-accruing,34.147066,-118.7947197,2025-12-04T00:23:51.000Z,2025-12-04T00:23:51.000Z
My Shaping Spa & Aesthetics,my-shaping-spa-aesthetics,619-999-7082,"3410 Highland Ave, #41, National City, CA, 91950, USA",3410 Highland Ave,#41,National City,CA,91950,USA,Active,32.6533063,-117.089751,2025-12-04T19:53:54.000Z,2025-12-04T19:53:54.000Z
L.O. Aesthetic Studio,lo-aesthetic-studio,573-723-1332,"3738 Osage Beach Pkwy, Suite 102, Osage Beach, MO, 65065, USA",3738 Osage Beach Pkwy,Suite 102,Osage Beach,MO,65065,USA,Active,38.1639747,-92.6079579,2025-12-04T21:20:41.000Z,2025-12-04T21:20:41.000Z
Lumaura Wellness,lumaura-wellness,508-505-8222,"1728 Union St, Suite #302, San Francisco, CA, 94123, USA",1728 Union St,Suite #302,San Francisco,CA,94123,USA,Active,37.7983416,-122.4278959,2025-12-04T21:31:26.000Z,2025-12-04T21:31:26.000Z
Bloom RX,bloom-rx,559-549-4452,"9447 N Fort Washington Rd, #102, Fresno, CA, 93730, USA",9447 N Fort Washington Rd,#102,Fresno,CA,93730,USA,Active,36.8742386,-119.7781037,2025-12-04T21:37:15.000Z,2025-12-04T21:37:15.000Z
"David P. Rapaport, MD, FACS - Plastic Surgery",david-p-rapaport-md-facs,212-249-9955,"905 5th Ave, Suite 1C, New York, NY, 10021, USA",905 5th Ave,Suite 1C,New York,NY,10021,USA,Active,40.7720112,-73.9671053,2025-12-05T21:58:15.000Z,2025-12-05T21:58:15.000Z
Coolspa (Flatiron),coolspa-flatiron,212-249-4990,"103 5th Ave, 3rd Floor, New York, NY, 10003, USA",103 5th Ave,3rd Floor,New York,NY,10003,USA,Active,40.7381119,-73.9917212,2025-12-05T22:06:31.000Z,2025-12-05T22:06:31.000Z
Aethos NYC (Upper East Side),aethos-nyc-upper-east-side,212-520-1129,"50 E 61st St, Unit 1F, New York, NY, 10065, USA",50 E 61st St,Unit 1F,New York,NY,10065,USA,Active,40.76431059999999,-73.96946299999999,2025-12-06T00:01:50.000Z,2025-12-06T00:01:50.000Z
4Ever Young Anti-Aging Solutions - Spring Lake,4ever-young-anti-aging-solutions-spring-lake,732-344-4833,"1933 NJ-35, #122, Wall Township, NJ, 07719, USA",1933 NJ-35,#122,Wall Township,NJ,07719,USA,Active,40.1557409,-74.0547224,2025-12-06T00:19:23.000Z,2025-12-06T00:19:23.000Z
Youth Lab Aesthetics,youth-lab-aesthetics,208-985-6075,"1510 W Ustick Rd, Suite 100, Meridian, ID, 83646, USA",1510 W Ustick Rd,Suite 100,Meridian,ID,83646,USA,Active,43.6345889,-116.4130044,2025-12-06T01:22:28.000Z,2025-12-06T01:22:28.000Z
Lux Aeterna Med Spa,lux-aeterna-med-spa,707-775-0526,"10 4th St, Suite 208, Santa Rosa, CA, 95401, USA",10 4th St,Suite 208,Santa Rosa,CA,95401,USA,Active,38.4369948,-122.7212155,2025-12-06T03:22:05.000Z,2025-12-06T03:22:05.000Z
Excellurate Medical Spa LLC,excellurate-medical-spa-llc,502-572-4701,"3424 Broadway St, Unit B, Quincy, IL, 62301, USA",3424 Broadway St,Unit B,Quincy,IL,62301,USA,Active,39.9347197,-91.35998889999999,2025-12-06T05:12:15.000Z,2025-12-08T17:39:13.000Z
Kirei Aesthetics,kirei-aesthetics,406-858-1044,"151 Business Center Loop, Suite 2 B, Kalispell, MT, 59901, USA",151 Business Center Loop,Suite 2 B,Kalispell,MT,59901,USA,Active,48.3072492,-114.3366765,2025-12-09T01:21:57.000Z,2025-12-09T22:53:39.000Z
Simply Beautiful Esthetics,simply-beautiful-esthetics,412-862-9898,"2630 Noblestown Rd, Pittsburgh, PA, 15205, USA",2630 Noblestown Rd,,Pittsburgh,PA,15205,USA,Active,40.4235668,-80.0670961,2025-12-09T18:47:44.000Z,2025-12-09T18:47:44.000Z
Après Aesthetics,apres-aesthetics,307-200-2322,"5237 HHR Ranch Rd, Suite 1, Wilson, WY, 83014, USA",5237 HHR Ranch Rd,Suite 1,Wilson,WY,83014,USA,Active,43.4983049,-110.8673922,2025-12-09T22:43:31.000Z,2025-12-09T22:43:31.000Z
The Standard Medspa,the-standard-medspa,440-212-1546,"13880 York Rd, North Royalton, OH, 44133, USA",13880 York Rd,,North Royalton,OH,44133,USA,Active,41.3134541,-81.7563819,2025-12-11T01:09:26.000Z,2025-12-11T01:09:26.000Z
LeClaire Skincare,leclaire-skincare,619-629-6032,"3737 Moraga Ave, Suite A-1, San Diego, CA, 92117, USA",3737 Moraga Ave,Suite A-1,San Diego,CA,92117,USA,Active,32.8092584,-117.2106773,2025-12-11T01:28:32.000Z,2025-12-11T01:28:32.000Z
Elevaré Med Spa,elevare-med-spa,646-577-2543,"436 Central Ave, Cedarhurst, NY, 11516, USA",436 Central Ave,,Cedarhurst,NY,11516,USA,Active,40.6204186,-73.72599459999999,2025-12-11T02:42:18.000Z,2025-12-11T02:42:18.000Z
Lucid Med Spa,lucid-med-spa,804-352-2106,"100 Concourse Blvd, #108, Glen Allen, VA, 23059, USA",100 Concourse Blvd,#108,Glen Allen,VA,23059,USA,Active,37.6879893,-77.5912326,2025-12-11T02:50:53.000Z,2025-12-11T02:50:53.000Z
Sanctuary Skin,sanctuary-skin,757-646-7985,"1624 Laskin Road, Suite #734, Virginia Beach, VA, 23451, USA",1624 Laskin Road,Suite #734,Virginia Beach,VA,23451,USA,Active,36.8529549,-76.02033,2025-12-11T02:57:12.000Z,2025-12-11T02:57:12.000Z
Tesia Lee Aesthetics,tesia-lee-aesthetics,626-242-8730,"28012 Palos Verdes Dr East, Rancho Palos Verdes, CA, 90275, USA",28012 Palos Verdes Dr East,,Rancho Palos Verdes,CA,90275,USA,Active,33.7655799,-118.3255335,2025-12-11T03:03:54.000Z,2025-12-11T03:03:54.000Z
NouVo Med,nouvo-med,985-778-2420,"3902 LA-22, Mandeville, LA, 70471, USA",3902 LA-22,,Mandeville,LA,70471,USA,Active,30.3948542,-90.09409889999999,2025-12-11T03:11:46.000Z,2025-12-11T03:11:46.000Z
Aesthetically Renewed - Dothan,aesthetically-renewed-dothan,334-316-9261,"105 Professional Ln, Dothan, AL, 36301, USA",105 Professional Ln,,Dothan,AL,36301,USA,Active,31.2282425,-85.4154295,2025-12-11T21:46:59.000Z,2025-12-11T21:46:59.000Z
The Healing Hamsa,healing-hamsa,314-450-8399,"119 Clarkson Executive Pk, Ellisville, MO, 63011, USA",119 Clarkson Executive Pk,,Ellisville,MO,63011,USA,Active,38.6006717,-90.5865792,2025-12-12T18:35:32.000Z,2025-12-12T18:35:32.000Z
Illuminate Mee Aesthetics,illuminate-mee-aesthetics,470-615-7286,"380 Stonewall Ave W, Fayetteville, GA, 30214, USA",380 Stonewall Ave W,,Fayetteville,GA,30214,USA,Active,33.4472338,-84.4625185,2025-12-12T19:08:55.000Z,2025-12-12T19:08:55.000Z
R & R Aesthetics,r-r-aesthetics,404-326-0961,"425 E Crossville Rd, Suite E 111, Roswell, GA, 30075, USA",425 E Crossville Rd,Suite E 111,Roswell,GA,30075,USA,Active,34.0384546,-84.3492555,2025-12-12T19:26:07.000Z,2025-12-12T19:26:07.000Z
Radi8 Aesthetics & Wellness,radi8-aesthetics-wellness,480-219-1734,"8360 E Raintree Dr, Suite 105, Scottsdale, AZ, 85260, USA",8360 E Raintree Dr,Suite 105,Scottsdale,AZ,85260,USA,Active,33.6193183,-111.8989981,2025-12-16T00:40:12.000Z,2025-12-16T00:40:12.000Z
One Steamboat Place,one-steamboat-place,970-870-5100,"2250 Apres Ski Way, Steamboat Springs, CO, 80487, USA",2250 Apres Ski Way,,Steamboat Springs,CO,80487,USA,Active,40.4563061,-106.8043335,2025-12-16T00:57:12.000Z,2025-12-16T00:57:12.000Z
Horizon Med Spa & Wellness,horizon-med-spa-wellness,816-321-1090,"4901 Wornall Rd, Suite 1, Kansas City, MO, 64112, USA",4901 Wornall Rd,Suite 1,Kansas City,MO,64112,USA,Active,39.0381928,-94.5914343,2025-12-16T01:04:36.000Z,2025-12-16T01:04:36.000Z
Poke Me Pretty,poke-me-pretty,480-673-6297,"20783 N 83rd Ave, #111, Peoria, AZ, 85382, USA",20783 N 83rd Ave,#111,Peoria,AZ,85382,USA,Active,33.6726809,-112.2379383,2025-12-16T18:24:58.000Z,2025-12-16T18:24:58.000Z
Anita Falslund - Skin Couture ,anita-falslund-skin-couture,,"Isafjordsgade 15, Copenhagen S, 2300, Denmark",Isafjordsgade 15,,Copenhagen S,,2300,Denmark,Active - Non-accruing,55.6647541,12.5776463,2025-12-16T18:33:12.000Z,2025-12-16T18:33:12.000Z
Vida Bella Aesthetics,vida-bella-aesthetics,201-966-9875,"400 Rella Blvd, Suffern, NY, 10901, USA",400 Rella Blvd,,Suffern,NY,10901,USA,Active,41.1156957,-74.1055442,2025-12-16T20:32:49.000Z,2025-12-16T20:33:10.000Z
Oak House Medspa,oak-house-medspa,504-222-2995,"1640 Hickory Ave, Suite A, Harahan, LA, 70123, USA",1640 Hickory Ave,Suite A,Harahan,LA,70123,USA,Active,29.9620553,-90.2051434,2025-12-16T20:50:36.000Z,2025-12-16T20:50:36.000Z
Magnolia Dermatology - Jackson,magnolia-dermatology-jackson,601-910-3004,"1659 Lelia Dr, Jackson, MS, 39216, USA",1659 Lelia Dr,,Jackson,MS,39216,USA,Active,32.3323961,-90.14501779999999,2025-12-16T22:06:43.000Z,2025-12-16T22:06:43.000Z
Haus of Arte Aesthetics,haus-of-arte-aesthetics,404-620-6761,"3740 Village Way, Suite C, Braselton, GA, 30517, USA",3740 Village Way,Suite C,Braselton,GA,30517,USA,Active,34.1146147,-83.81826769999999,2025-12-16T22:32:59.000Z,2025-12-16T22:32:59.000Z
Erkyna Medical Aesthetics,erkyna-medical-aesthetics,725-529-9873,"900 S Pavilion Center Dr, #180, Las Vegas, NV, 89144, USA",900 S Pavilion Center Dr,#180,Las Vegas,NV,89144,USA,Active,36.161171,-115.3294994,2025-12-16T22:44:25.000Z,2025-12-16T22:44:25.000Z
JHS Medical Center,jhs-medical-center,818-240-9911,"1030 S Glendale Ave, #404, Glendale, CA, 91205, USA",1030 S Glendale Ave,#404,Glendale,CA,91205,USA,Active,34.1337793,-118.2516116,2025-12-16T23:29:12.000Z,2025-12-16T23:29:12.000Z
Hailstone Family Practice,hailstone-family-practice,725-485-2080,"9065 S Pecos Rd, #190, Henderson, NV, 89074, USA",9065 S Pecos Rd,#190,Henderson,NV,89074,USA,Active,36.0249194,-115.1015505,2025-12-16T23:47:32.000Z,2025-12-16T23:47:32.000Z
Injectology Aesthetics,injectology-aesthetics,530-822-6105,"1408 Live Oak Blvd, #C, Yuba City, CA, 95991, USA",1408 Live Oak Blvd,#C,Yuba City,CA,95991,USA,Active,39.1493839,-121.620936,2025-12-16T23:52:10.000Z,2025-12-16T23:52:10.000Z
Amara Med Spa,amara-med-spa,435-419-5202,"558 E Riverside Dr, St. George, UT, 84790, USA",558 E Riverside Dr,,St. George,UT,84790,USA,Active,37.0865423,-113.5706878,2025-12-17T00:06:36.000Z,2025-12-17T00:06:36.000Z
Tahum Aesthetic Lab,tahum-aesthetic-lab,773-332-8502,"1309 W Chicago Ave, Suite 029, Chicago, IL, 60642, USA",1309 W Chicago Ave,Suite 029,Chicago,IL,60642,USA,Active,41.8960176,-87.6598814,2025-12-17T00:39:48.000Z,2025-12-17T00:39:48.000Z
Benjamin & Co. Esthetique,benjamin-co-esthetique,217-607-1497,"807 W Springfield Ave, Champaign, IL, 61820, USA",807 W Springfield Ave,,Champaign,IL,61820,USA,Active,40.1123999,-88.2569281,2025-12-17T00:55:27.000Z,2025-12-17T00:55:27.000Z
Camellia Scalp & Skin Lounge,camellia-scalp-skin-lounge,626-217-8998,"4375 S Buffalo Dr, Suite 109B, Las Vegas, NV, 89147, USA",4375 S Buffalo Dr,Suite 109B,Las Vegas,NV,89147,USA,Active,36.1093617,-115.2617176,2025-12-17T17:44:23.000Z,2025-12-17T17:44:23.000Z
The Boujee Blonde,the-boujee-blonde,504-919-3850,"1389 Lakewood Dr, Suite B, Unit 119, Slidell, LA, 70458, USA",1389 Lakewood Dr,"Suite B, Unit 119",Slidell,LA,70458,USA,Active,30.2833935,-89.75895009999999,2025-12-17T19:11:26.000Z,2025-12-17T19:11:26.000Z
Aspen Medical Aesthetics & Laser Clinic,aspen-medical-aesthetics-laser-clinic,262-241-2273,"11037 N Towne Square Rd, Mequon, WI, 53092, USA",11037 N Towne Square Rd,,Mequon,WI,53092,USA,Active,43.2187303,-87.9270887,2025-12-17T19:19:34.000Z,2025-12-17T19:19:34.000Z
Bella Aesthetica Medical Spa,bella-aesthetica-medical-spa,505-252-8743,"8400 Osuna Rd NE, Suite 1D, Albuquerque, NM, 87111, USA",8400 Osuna Rd NE,Suite 1D,Albuquerque,NM,87111,USA,Active,35.137141,-106.5500147,2025-12-17T19:27:07.000Z,2025-12-17T19:27:07.000Z
True Life Canvas,true-life-canvas,208-292-8315,"1859 N Lakewood Dr, Ste 301, Coeur d'Alene, ID, 83814, USA",1859 N Lakewood Dr,Ste 301,Coeur d'Alene,ID,83814,USA,Active,47.692602,-116.806505,2025-12-17T19:46:35.000Z,2025-12-17T19:46:35.000Z
Kiss Me Med Spa,kiss-me-med-spa,559-838-0500,"7050 N Recreation Ave, Suite #103, Fresno, CA, 93720, USA",7050 N Recreation Ave,Suite #103,Fresno,CA,93720,USA,Active,36.838129,-119.7398565,2025-12-17T19:56:35.000Z,2025-12-17T19:56:35.000Z
Karter Advanced Facial Plastic Surgery,karter-advanced-facial-plastic-surgery,860-775-5595,"120 Hebron Ave, Suite 2A, Glastonbury, CT, 06033, ISA",120 Hebron Ave,Suite 2A,Glastonbury,CT,06033,ISA,Active,41.7120514,-72.6055638,2025-12-17T20:01:08.000Z,2025-12-17T20:01:08.000Z
MY Huntress,my-huntress,,"4200 N Flagler Dr, West Palm Beach, FL, 33407, USA",4200 N Flagler Dr,,West Palm Beach,FL,33407,USA,Active,26.7489292,-80.0513533,2025-12-18T23:42:29.000Z,2025-12-18T23:42:29.000Z
Cashmir Esthetics,cashmir-esthetics,505-435-3332,"6524 Desert Spirit Rd NW, Albuquerque, NM, 87114, USA",6524 Desert Spirit Rd NW,,Albuquerque,NM,87114,USA,Active,35.2132262,-106.7232655,2025-12-19T19:28:35.000Z,2025-12-19T19:28:35.000Z
Alpine Glow Wellness & Medspa,alpine-glow-wellness-medspa,717-991-9513,"30 S 8th St, Lemoyne, PA, 17043, USA",30 S 8th St,,Lemoyne,PA,17043,USA,Active,40.2431341,-76.9006308,2025-12-19T19:45:47.000Z,2025-12-19T19:45:47.000Z
Spa Aesthetics,spa-aesthetics,484-237-9550,"3445 High Point Blvd., Bethlehem, PA, 18017, USA",3445 High Point Blvd.,,Bethlehem,PA,18017,USA,Active,40.65899,-75.4166941,2025-12-19T20:12:41.000Z,2025-12-19T20:12:41.000Z
Evolve Skin Spa and Wellness,evolve-skin-spa-and-wellness,760-576-1558,"3044 Harding St, Carlsbad, CA, 92008, USA",3044 Harding St,,Carlsbad,CA,92008,USA,Active,33.1615962,-117.3439511,2025-12-19T22:20:59.000Z,2025-12-19T22:20:59.000Z
La Bella MD,la-bella-md,843-823-5477,"4600 Oleander Dr, Myrtle Beach, SC, 29577, USA",4600 Oleander Dr,,Myrtle Beach,SC,29577,USA,Active,33.7301776,-78.86323949999999,2025-12-22T22:00:52.000Z,2025-12-22T22:00:52.000Z
 Bella Glow Charleston,bella-glow-charleston,843-259-2248,"2005 Slack Tide Dr, Johns Island, SC, 29455, USA",2005 Slack Tide Dr,,Johns Island,SC,29455,USA,Active,32.7332035,-80.05858119999999,2025-12-23T00:39:10.000Z,2025-12-23T00:50:27.000Z
Radiance Advanced Skincare & Laser,radiance-advanced-skincare-laser,413-386-8000,"75 Post Office Park, #7504, Wilbraham, MA, 01095, USA",75 Post Office Park,#7504,Wilbraham,MA,01095,USA,Active,42.1514057,-72.4446189,2025-12-23T00:56:51.000Z,2025-12-23T00:56:51.000Z
Bonnie Frances Skin,bonnie-frances-skin,+14807349676,"3530 East Indian School Rd, STE 201, Phoenix, Arizona, 85018, United States",3530 East Indian School Rd,STE 201,Phoenix,Arizona,85018,United States,Active,33.4955136,-112.0055093,2025-12-23T15:48:00.000Z,2025-12-23T15:48:00.000Z
Tivoli Aesthetics,tivoli-aesthetics,725-233-1919,"430 S. Rampart Blvd, Suite 150, Las Vegas, NV, 89145, USA",430 S. Rampart Blvd,Suite 150,Las Vegas,NV,89145,USA,Active,36.1666646,-115.287046,2025-12-23T23:40:36.000Z,2025-12-23T23:40:36.000Z
SKN by Rachel,skn-by-rachel,843-419-7512,"850 Bacons Bridge Rd, #204, Summerville, SC, 29485, USA",850 Bacons Bridge Rd,#204,Summerville,SC,29485,USA,Active,32.9985032,-80.1846174,2025-12-29T21:42:19.000Z,2025-12-29T21:42:19.000Z
Montana Medical Aesthetics Clinic,montana-medical-aesthetics-clinic,406-969-6622,"2664 Grand Ave, Billings, MT, 59102, USA",2664 Grand Ave,,Billings,MT,59102,USA,Active,45.783614,-108.5842923,2025-12-30T21:12:02.000Z,2025-12-30T21:12:02.000Z
"Jordyn Brown, The Arkansas Esthetician at Affinity Day Spa",jordyn-brown-the-arkansas-esthetician-affinity-day-spa,479-207-1369,"4034 Rogers Ave D, Fort Smith, AR, 72903, USA",4034 Rogers Ave D,,Fort Smith,AR,72903,USA,Active,35.3692959,-94.38747219999999,2025-12-30T21:41:08.000Z,2026-01-06T00:51:46.000Z
Bloom Precision Aesthetics,bloom-precision-aesthetics,910-986-2460,"90 Cherokee Rd, Suite 2AB, Pinehurst, NC, 28374, USA",90 Cherokee Rd,Suite 2AB,Pinehurst,NC,28374,USA,Active,35.1942962,-79.46918699999999,2025-12-30T22:15:32.000Z,2025-12-30T22:15:32.000Z
Liquid Beauty Orange County,liquid-beauty-orange-county,714-800-3091,"18700 Main St, Suite 104, Huntington Beach, CA, 92648, USA",18700 Main St,Suite 104,Huntington Beach,CA,92648,USA,Active,33.69038150000001,-117.9925684,2025-12-30T22:26:09.000Z,2025-12-30T22:26:09.000Z
The MD Aesthetics Medical Spa,the-md-aesthetics-medical-spa,916-294-7428,"4355 Town Center Blvd, Suite 210, El Dorado Hills, CA, 95762, USA",4355 Town Center Blvd,Suite 210,El Dorado Hills,CA,95762,USA,Active,38.6507249,-121.0670562,2025-12-30T22:41:23.000Z,2025-12-30T22:41:23.000Z
Wellity,wellity,402-858-2052,"7155 Kentwell Ln, Suite 100, Lincoln, NE, 68516, USA",7155 Kentwell Ln,Suite 100,Lincoln,NE,68516,USA,Active,40.7390822,-96.6408491,2025-12-30T22:50:26.000Z,2025-12-30T22:50:26.000Z
Glow Skin Lab,glow-skin-lab,210-510-0777,"18402 U.S. Hwy 281 N, #257, San Antonio, TX, 78259, USA",18402 U.S. Hwy 281 N,#257,San Antonio,TX,78259,USA,Active,29.610766,-98.46629879999999,2025-12-30T22:56:27.000Z,2025-12-30T22:56:27.000Z
Magic Touch Salon & Spa,magic-touch-salon-spa,602-461-6650,"7103 N Black Canyon Hwy, Phoenix, AZ, 85021, USA",7103 N Black Canyon Hwy,,Phoenix,AZ,85021,USA,Active,33.5402265,-112.1116553,2025-12-30T23:04:37.000Z,2025-12-30T23:04:37.000Z
Bare Aesthetics LA,bare-aesthetics-la,562-819-7568,"12200 Washington Blvd, Unit G, Whittier, CA, 90606, USA",12200 Washington Blvd,Unit G,Whittier,CA,90606,USA,Active,33.9666904,-118.0516033,2025-12-30T23:10:03.000Z,2025-12-30T23:10:03.000Z
Wellspring Health and Aesthetics,wellspring-health-and-aesthetics,406-370-1600,"500 W Broadway St, Floor 4, Missoula, MT, 59802, USA",500 W Broadway St,Floor 4,Missoula,MT,59802,USA,Active,46.8755594,-114.0000297,2025-12-30T23:22:14.000Z,2025-12-30T23:22:14.000Z
Majestic Aesthetics and Wellness,majestic-aesthetics-and-wellness,208-886-0774,"1505 Madrona St N, Suite 1200, Twin Falls, ID, 83301, USA",1505 Madrona St N,Suite 1200,Twin Falls,ID,83301,USA,Active,42.5887422,-114.4527363,2025-12-30T23:29:44.000Z,2025-12-30T23:29:44.000Z
Tiev Medspa,tiev-medspa,714-340-7861,"230 E 17th St, Suite 200, Costa Mesa, CA, 92627, USA",230 E 17th St,Suite 200,Costa Mesa,CA,92627,USA,Active,33.6349476,-117.917588,2025-12-30T23:50:51.000Z,2025-12-30T23:50:51.000Z
Yeralin Aesthetics,yeralin-aesthetics,919-885-3227,"1925 SW 18th Ct, #101, Ocala, FL, 34471, USA",1925 SW 18th Ct,#101,Ocala,FL,34471,USA,Active,29.169411,-82.155852,2025-12-31T00:04:00.000Z,2025-12-31T00:04:00.000Z
Boulder Beauty Collective,boulder-beauty-collective,509-435-7238,"6260 Lookout Rd, Boulder, CO, 80301, USA",6260 Lookout Rd,,Boulder,CO,80301,USA,Active,40.0700211,-105.2074372,2025-12-31T00:10:56.000Z,2026-01-10T00:33:05.000Z
Amy Berisha Aesthetics,amy-berisha-aesthetics,949-887-2800,"1501 Westcliff Dr, #230, Newport Beach, CA, 92660, USA",1501 Westcliff Dr,#230,Newport Beach,CA,92660,USA,Active,33.6250103,-117.9049027,2025-12-31T00:19:56.000Z,2025-12-31T00:19:56.000Z
Pure Luxe Medispa,pure-luxe-medispa,732-337-6964,"171 First Ave, Atlantic Highlands, NJ, 07716, USA",171 First Ave,,Atlantic Highlands,NJ,07716,USA,Active,40.4105199,-74.0397891,2025-12-31T00:26:54.000Z,2025-12-31T00:26:54.000Z
sol nova functional health,sol-nova-functional-health,617-581-2019,"317 N Main St, Natick, MA, 01760, USA",317 N Main St,,Natick,MA,01760,USA,Active,42.31291660000001,-71.3597779,2025-12-31T00:55:47.000Z,2025-12-31T00:55:47.000Z
SKN Medical Spa,skn-medical-spa,248-565-5841,"320 W Nine Mile Rd, Suite A, Ferndale, MI, 48220, USA",320 W Nine Mile Rd,Suite A,Ferndale,MI,48220,USA,Active,42.4607815,-83.1387254,2025-12-31T01:13:04.000Z,2025-12-31T01:13:04.000Z
