store_name,address,city,state,zip_code,phone_number,email,website
Hebe Skin Health - Claremont,354 W FOOTHILL BLVD,CLAREMONT,CA,91711,19094241215,christina@hebeskinhealth.com,{'url': 'https://hebeskinhealth.com/'}
Surge Wellness,16151 Marguerite Parkway,Mission Viejo,CA,92691,19493941468,jennifersurgener@yahoo.com,
Beyond Beauty Med Spa,1713 E Sherman Ave,Coeur d' Alene,ID,83814,12086602307,connect@beyondbeautymed.com,{'url': 'https://beyondbeautymed.com/'}
The Art of Skin,"2340 S EL CAMINO REAL, SUITE 13",SAN CLEMENTE,CA,92672,19493100331,lilah@theartofskinoc.com,{'url': 'https://theartofskinoc.com/'}
Mission Plastic Surgery,"777 Corporate Dr, Ste 110",Ladera Ranch,CA,92694,19494819850,frontdesk@missionplasticsurgery.com,{'url': 'https://www.missionplasticsurgery.com/'}
Beauty at the Lake,204 N 4TH STREET,COEUR D'ALENE,ID,83814,12087580570,michelle.briseno@beautyatthelake.com,{'url': 'http://beautyatthelake.com'}
The Copper Label,"515 N 4th Street, Suite 2",Coeur D Alene,ID,83814,12083522972,estykylee@gmail.com,{'url': 'https://thecopperlabel.com/'}
Flor Aesthetics,"849 NORTH 4TH STREET, SUITE 103",COEUR D ALENE,ID,83814,12087557790,dylan@floraesthetics.com,{'url': 'http://floraesthetics.com'}
Bare Basics by Shelby,"1677 E MILES AVENUE, SUITE B1",HAYDEN LAKE,ID,83835,12086915347,sljohnson1034@gmail.com,
C8 Aesthetics and Wellness,3520 N. Government Way,Coeur d'Alene,ID,83815,15099035741,c8aesthetics@gmail.com,{'url': 'https://www.c8aesthetics.com/'}
The Aesthetic Room,"850 W IRONWOOD DRIVE, SUITE 102",COEUR D ALENE,ID,83814,12089664376,admin@nwintegratedhealth.com,{'url': 'http://nwintegratedhealth.com'}
Skindulge Aesthetics,"4055 N. Government Way, Suite 9",Coeur d'Alene,ID,83815,12086619394,skindulgeaesthetics@gmail.com,{'url': 'https://www.skindulgeaesthetics.com/'}
Gravity Med Spa,27352 Calle Arroyo,San Juan Capistrano,CA,92675,19493876118,info@gravitymedspa.com,{'url': 'http://gravitymedspa.com/'}
V Health MD,"26161 La Paz Rd, Unit 105",Mission Viejo,CA,92691,19496767521,violetarecalde@gmail.com,{'url': 'https://vhealthmd.com/'}
Serendipity Spa,2144 BONITA AVENUE,LA VERNE,CA,91750,19095969933,jen@serendipity-spa.com,{'url': 'https://serendipity-spa.com/'}
The Root Cause Clinic,"8382 N WAYNE DRIVE, SUITE 204",HAYDEN,ID,83835,12086355265,functionalmedni@gmail.com,{'url': 'http://www.functionalmedicine-ni.com'}
Skincare by Alana,"27131 Calle Arroyo, Suite 1702",San Juan Capistrano,CA,92675,18882220637,ordering@skincarebyalana.com,{'url': 'https://www.skincarebyalana.com/'}
The Aesthetic Journey by Nurse Maggie,"647 Camino De Los Mares, Ste 224",San Clemente,CA,92673,19497762899,taj.maggier@gmail.com,{'url': 'https://www.aestheticjourneyoc.com/'}
Regenerative Aesthetics and Dermatology,"25200 LA PAZ ROAD, SUITE 210",LAGUNA HILLS,CA,92653,19494645770,DR.KRISTENAGUIRRE@RADSKINOC.COM,{'url': 'https://radskinoc.com/'}
North Idaho Med Spa,"8880 N HESS STREET, SUITE 3",HAYDEN,ID,83835,12084466735,manager@northidahodpc.com,{'url': 'https://medspanorthidaho.com/'}
Swift Health Regenerative Skin & Scalp,"3551 CAMINO MIRA COSTA, SUITE A",SAN CLEMENTE,CA,92672,19497514000,STEPHANIEJOSWIFT@GMAIL.COM,{'url': 'https://www.swifthealthchiropractic.com/'}
Natural Image OC,"25500 Rancho Niguel Rd, Suite 280",Laguna Niguel,CA,92677,19492397630,sheree.ko@naturalimageoc.com,{'url': 'https://www.naturalimageoc.com/'}
Haven & Hue,"21520 YORBA LINDA BLVD, SUITE B",YORBA LINDA,CA,92887,19517438145,PEARL@SLIMBODYWELLNESS.COM,{'url': 'https://www.slimbodywellness.com/'}
Noble Art Aesthetics,"24391 AVENIDA DE LA CARLOTA, SUITE 126",LAGUNA HILLS,CA,92653,19496937075,nida.pa.oc@gmail.com,{'url': 'https://nobleartaesthetics.com/'}
Laguna Dermatology,"23521 Paseo De Valencia, Ste 102",Laguna Hills,CA,92653,19495201815,lagunadermatology@gmail.com,{'url': 'http://lagunadermatology.net'}
Revive Med Spa - Laguna Niguel,24022 ALISO CREEK ROAD,LAGUNA NIGUEL,CA,92677,19499960510,lchi@revive.md,{'url': 'https://revive.md/'}
Mauve Aesthetics,"655 W ARROW HWY, SUITE 31",SAN DIMAS,CA,91773,19092584479,BEAUTY@MAUVEAESTHETICS.COM,{'url': 'https://www.mauvebeautyaesthetics.com/'}
Aesthetix Lab,24833 DEL PRADO,DANA POINT,CA,92629,19493926000,drb@aesthetixlab.com,{'url': 'https://www.aesthetixlab.com/'}
Glow Care Esthetics,"23411 ALISO VIEJO PKWY, SUITE D1",ALISO VIEJO,CA,92656,19497810050,TEAM@GLOW-CARE-ESTHETICS.COM,{'url': 'https://glow-care-esthetics.com/'}
Bella Donna Skin Studio,"24672 San Juan Ave, Suite 104",Dana Point,CA,92629,19492387202,donna@belladonnaskinstudio.com,{'url': 'https://www.belladonnaskinstudio.com/'}
Belle Moi MedSpa,"81 COLUMBIA, SUITE 200",ALISO VIEJO,CA,92656,17143857414,stellaettinger2@gmail.com,{'url': 'https://www.bellemoimedspa.com/'}
Alladerm,"26711 Aliso Creek Road, Ste 200B",Aliso Viejo,CA,92656,19499167166,marketing.alladerm@gmail.com,{'url': 'http://alladerm.com'}
Vivella Med Spa,7534 E Chapman Ave,Orange,CA,92869,17147717722,vivellamedspa@hotmail.com,{'url': 'http://vivellamedspa.com/'}
OC Esthetique and Spa,"5642 E La Palma Avenue, Suite 211",Anaheim,CA,92807,17144634388,hanansbeauty@hotmail.com,{'url': 'https://www.ocesthetiqueandspa.com/'}
Biolite Wellness,68 DISCOVERY,IRVINE,CA,92618,19498008685,concierge@biolitewellness.com,{'url': 'http://www.biolitewellness.com/'}
Vascular Cosmetics,"113 Waterworks Way, Suite 140",Irvine,CA,92618,19499320053,ladanbaghaei@yahoo.com,{'url': 'https://www.vascularcosmetics.com/'}
Concierge Aesthetics,"113 WATERWORKS WAY, SUITE 340",IRVINE,CA,92618,19497670000,info@ca-oc.com,{'url': 'http://www.conciergeaesthetics.com'}
Shonan Beauty Clinic,"22 Odyssey, Suite 200",Irvine,CA,92618,19493332929,Seanna.griggs@gmail.com,{'url': 'https://shonanbeauty.com/'}
Prestige Cosmetic Dermatology,18256 Imperial Hwy,Yorba Linda,CA,92886,17147930296,alisonskang@gmail.com,{'url': 'https://prestigecosmeticderm.com/'}
Wei Aesthetic Institute,"16300 Sand Canyon Ave, Ste 800",Irvine,CA,92618,19498256908,Purchase@caprimedicalgroup.com,{'url': 'https://wei-aesthetic-institute.business.site/'}
One Beauty Aesthetics - IRVINE,"15415 JEFFREY ROAD, SUITE 102",IRVINE,CA,92618,12135056919,emilyjin0528@gmail.com,{'url': 'https://www.onebeautyus.com/'}
The Remedy Aesthetics and Wellness,"20747 AMAR ROAD, SUITE 8B",WALNUT,CA,91789,19093483728,BOTOXBARB@GMAIL.COM,{'url': 'https://theremedyla.com/'}
Bowie Medical Studio,"888 BREA CANYON ROAD, SUITE 100",DIAMOND BAR,CA,91789,16269996970,bowiemedicalstudio@gmail.com,{'url': 'https://bowiemedicalstudio.com/'}
Tia Medspa,"21050 GOLDEN SPRINGS DRIVE, SUITE C115",DIAMOND BAR,CA,91789,19098599589,DB@TIAMEDSPA.COM,
Full Spectrum Health & Wellness,"13867 WEST HIGHWAY 53, UNIT 100",RATHDRUM,ID,83858,12089180920,karina@fullspectrumhealth.co,{'url': 'http://www.fullspectrumhealth.co'}
Femihealth Medical Group,"2901 EAST KATELLA AVENUE, SUITE A",ORANGE,CA,92867,17142309569,analee@femihealth.com,{'url': 'https://femihealth.com/'}
The Body Lab - Orange County,3128 East Chapman Avenue,Orange,CA,92869,17145168844,thebodylaboc@gmail.com,{'url': 'https://www.vagaro.com/thebodylab'}
Samireh Z. Said MD,"13422 NEWPORT AVENUE, SUITE J",TUSTIN,CA,92780,17146690844,samirehsaid@hotmail.com,{'url': 'https://www.drsaiddermatology.com/'}
Genesis Medical,"1101 BRYAN AVENUE, SUITE A2",TUSTIN,CA,92780,17148388188,jill@genesismedlaser.com,{'url': 'https://www.genesismedlaser.com/'}
Pro Skin Studios,13972 LAURINDA WAY,NORTH TUSTIN,CA,92705,17148321288,PROSKINSTUDIOS@OUTLOOK.COM,
Noushin Parastouk MD,"4000 Barranca Pkwy, Ste 250",Irvine,CA,92604,19496363878,doctornoushin@yahoo.com,
Dolce MD,310 GLENNEYRE STREET,LAGUNA BEACH,CA,92651,19492099266,contact@dolcemd.com,{'url': 'https://dolcemd.com/'}
XO Medical Spa,"270 S Prospect, Unit A",Tustin,CA,92780,17143833504,info@xomedspa.com,{'url': 'https://www.xomedspa.com/'}
Skinbeam Aesthetics,"665 N Tustin Street, Unit A, Suite 126",Orange,CA,92867,17144506735,jaine.chapman@gmail.com,{'url': 'https://www.skinbeamaesthetics.com/'}
OHMI Anti-Aging,"3500 BARRANCA PKWY., SUITE 290",IRVINE,CA,92606,19498707714,Sammi@ohmimd.com,{'url': 'https://ohmimd.com/'}
Divine Aesthetics,"1801 E CHAPMAN AVENUE, SUITE 1",ORANGE,CA,92867,16572727577,kimipham.np@gmail.com,
X Aesthetics,"801 NORTH TUSTIN AVENUE, SUITE 303",SANTA ANA,CA,92841,16264616757,XAESTHETICSINFO@GMAIL.COM,{'url': 'https://x-aesthetics.com/'}
Nubella Med Spa,"62 CORPORATE PARK, SUITE 100",IRVINE,CA,92606,19496140052,shirin@nubellamedspa.com,{'url': 'https://nubellamedspa.com/'}
Starlit Aesthetics,"2707 E. VALLEY BLVD, SUITE 111",WEST COVINA,CA,91792,16267261184,STARLITAESTHETICS@GMAIL.COM,{'url': 'https://www.starlitaestheticsla.com/'}
Skinsation OC,"10 CORPORATE PARK, SUITE 110",IRVINE,CA,92606,19492160770,INFO@SKINSATIONOC.COM,{'url': 'https://skinsationoc.com'}
Simply Aesthetics,"2315 E Imperial Highway, Ste 123",Brea,CA,92821,17143436606,simplyaestheticsmedspa@gmail.com,{'url': 'https://www.simplyaestheticsmedspa.com/'}
Wave Plastic Surgery,"2700 Alton Pkwy, 2nd floor",Irvine,CA,92606,19498330200,sunny.gao@waveplasticsurgery.com,{'url': 'https://waveplasticsurgery.com/'}
Skinspire Laser & Skin Clinic,"2500 ALTON PKWY, SUITE 201",IRVINE,CA,92606,19492318363,info@skinspireca.com,{'url': 'https://www.skinspireca.com/'}
MG Aesthetic Center,"1416 S Azusa Ave, C3-C4",West Covina,CA,91791,16267276400,mgmichelleguo@gmail.com,{'url': 'https://mgaestheticusa.com/'}
Dose Wellness,"1004 W TAFT AVENUE, SUITE 100",ORANGE,CA,92865,17143138669,DOSEWELLNESSOC@GMAIL.COM,{'url': 'https://dosewellnessoc.com/'}
Dimitri Sirakoff DO,"1206 E 17TH STREET, SUITE 205",SANTA ANA,CA,92701,17143570587,dimitri@sahgma.com,
Skin Perfect Medical Aesthetics,"910 E Birch St, Ste 350",Brea,CA,92821,17148807883,sarahevinger@skinperfectmedical.com,{'url': 'http://skinperfectmedical.com'}
Skinspire Laser & Skin Clinic Rowland Heights,"1330 FULLERTON ROAD, SUITE 202-203",ROWLAND HEIGHTS,CA,91748,19498188188,OFFICE@SKINSPIRECA.COM,{'url': 'https://www.skinspireca.com/'}
Wave Plastic Surgery,18433 Colima Rd,Rowland Heights,CA,91748,16269647788,sunny.gao@waveplasticsurgery.com,{'url': 'https://waveplasticsurgery.com/'}
E Peter Anzaldo MD,"1310 W Stewart Dr, #403",Orange,CA,92868,15622747416,marie@dranzaldo.com,{'url': 'http://www.dranzaldo.com/'}
Oya Beauty,1735 FULLERTON ROAD,ROWLAND HEIGHTS,CA,91748,16264173001,oyabeautyspa@gmail.com,{'url': 'https://www.vagaro.com/oyabeauty/services'}
MDS Medspa,"711 EAST IMPERIAL HWY, SUITE 100",BREA,CA,92821,17145922900,mdsmedicalbrea@yahoo.com,{'url': 'http://www.doctorfatoff.com'}
NuVitalis,"1900 E LA PALMA AVENUE, SUITE C",ANAHEIM,CA,92805,14243922770,contact@nuvitaliswellness.com,{'url': 'https://www.nuvitaliswellness.com/'}
Beyond Beauty Medical Spa,"4700 VON KARMAN AVENUE, SUITE 102",NEWPORT BEACH,CA,92660,19492033434,INFO@BBSPAMED.COM,{'url': 'https://bbspamed.com/'}
Apply. Health & Aesthetics,"640 S SUNSET AVENUE, SUITE 205",WEST COVINA,CA,91790,19095343337,APPLYHEALTHANDAESTHETICS@GMAIL.COM,{'url': 'https://applyhealthandaesthetics.com/'}
Calista Aesthetics,"201 Sandpointe Avenue, Suite 135",Santa Ana,CA,92707,17147822551,MANAGEMENT@CALISTAMEDSPA.COM,{'url': 'https://calistamedspa.com/'}
One Beauty Aesthetics,17580 COLIMA ROAD,ROWLAND HEIGHTS,CA,91748,16268209146,EMILY@ONEBEAUTYUS.COM,{'url': 'http://www.onebeautyus.com'}
Balance Lab Aesthetics,"1207 IMPERIAL HIGHWAY, SUITE 101",BREA,CA,92833,17149870112,BALANCELABAESTHETICS@GMAIL.COM,{'url': 'https://balancelabaesthetics.com/'}
Skin LIV,"4001 BIRCH STREET, SUITE C",NEWPORT BEACH,CA,92660,19085079076,leslie@skinliv.com,{'url': 'https://skinliv.com/'}
Oasis Haven,"3151 AIRWAY AVENUE, SUITE F107",COSTA MESA,CA,92626,19493070600,DAVID@OASISHAVEN.COM,{'url': 'https://oasishaven.com/'}
Akari Medspa,"2382 SE BRISTOL STREET, SUITE B1",NEWPORT BEACH,CA,92660,19492320301,nurseizzykoo@gmail.com,{'url': 'https://akarimedspa.com/'}
Milind K. Ambe MD,"1441 AVOCADO AVENUE, SUITE 801",NEWPORT BEACH,CA,92660-7721,19497595539,cheryl@newportbeachplasticsurgery.com,{'url': 'http://newportbeachplasticsurgery.com'}
LEA Plastic Surgery,"20360 SW BIRCH STREET, SUITE 180",NEWPORT BEACH,CA,92660,19499452168,donna@leaplasticsurgery.com,{'url': 'https://leaplasticsurgery.com/'}
Project Vanity MD,"1441 AVOCADO AVENUE, SUITE 601",NEWPORT BEACH,CA,92660,17143987411,411ally@gmail.com,{'url': 'https://projectvanitymd.com/'}
Grover Aesthetics,"20360 SW Birch Street, Ste 120",Newport Beach,CA,92660,19497599551,inquiry@doctorgrover.com,{'url': 'https://www.drgrover.com/'}
Newport Beach Dermatology and Plastic Surgery,"1441 Avocado Avenue, Suite 702",Newport Beach,CA,92660,19497067886,Kaelyn@newportbeachdps.com,{'url': 'https://www.newportbeachdps.com/'}
Paydar Plastic Surgery,"1401 Avocado Ave, Suite 301",Newport Beach,CA,92660,19497550575,contact@paydarplasticsurgery.com,{'url': 'https://paydarplasticsurgery.com/'}
Wenjing Liu MD,"360 San Miguel Drive, Ste 410",Newport Beach,CA,92660,19492006838,admin@wliumd.com,{'url': 'https://www.wliumd.com/'}
Lisa Blu Beauty,"366 San Miguel Drive, Suite 300",Newport Beach,CA,92660,17608314293,allthingsbeauty.lisa@gmail.com,
West Dermatology - Newport Beach,"400 NEWPORT CENTER DRIVE, #702",NEWPORT BEACH,CA,92660,19496440101,ROBYN.ANCHANDO@PLATINUMDERM.COM,{'url': 'https://www.westdermatology.com/'}
Jon M Grazer MD,"400 Newport Center Dr, Ste 302",Newport Beach,CA,92660,19496441240,Finance.drgrazer@gmail.com,{'url': 'https://www.drgrazer.com/'}
oc.antiaging by Irene,"260 Newport Center Drive, Suite 506",Newport Beach,CA,92660,19494674573,irene@ocantiaging.com,{'url': 'https://ocantiaging.com/'}
THE AESTHETIC INSTITUTE - Fullerton,"100 E VALENCIA MESA DR, SUITE 300",FULLERTON,CA,92835,17147384282,drwald@sbcglobal.net,{'url': 'https://www.robertwaldmd.com/'}
John Park MD Plastic Surgery,"180 Newport Center Dr, Ste 170",Newport Beach,CA,92660,19497776883,johnparkmd@gmail.com,{'url': 'http://www.johnparkmd.com'}
The Aesthetic Ritual,"2121 E COAST HWY, SUITE 130",CORONA DEL MAR,CA,92625,19495272611,INFO@THEAESTHETICRITUAL.COM,{'url': 'https://www.theaestheticritual.com/'}
Sheology by Victoria Aesthetics,"1115 Baker Street, Suite A",Costa Mesa,CA,92626,19494393521,info@sheologyllc.com,{'url': 'https://sheologybyvictoria.com/'}
Epiphany Medspa & Wellness,206 N EUCLID STREET,FULLERTON,CA,92832,19516550031,ARCHANAFNP@GMAIL.COM,{'url': 'https://epiphanymedspaandwellness.com/'}
Megan Miller Skin,141 E FOOTHILL BLVD,MONROVIA,CA,91016,16264085400,wildflowerskinandwax@gmail.com,{'url': 'http://wildflowerskinandwax.com'}
Skin Truth,"3629 WEST MACARTHUR BLVD, SUITE 208",SANTA ANA,CA,92704,17705108959,BRISTANKO@GMAIL.COM,{'url': 'https://skintruth.com/'}
The Real Skin,2929 S HARBOR BLVD,SANTA ANA,CA,92704,17148691643,allen@therealskin.co,{'url': 'https://www.therealskin.co/'}
Custom MD,"2207 N MOLTER ROAD, SUITE 100",LIBERTY LAKE,WA,99019,15092413541,drmilonas@custommd.com,
Le Beauty,"3120 SOUTH HACIENDA BOULEVARD, SUITE 100",HACIENDA HEIGHTS,CA,91745,16267432497,lebeauty3120@gmail.com,
Amy Berisha Aesthetics,"1501 Westcliff Dr., Suite 230",Newport Beach,CA,92660,19498872800,amyberishaaesthetics@gmail.com,{'url': 'https://www.amyberishaaesthetics.com/'}
Zelken Institute for Aesthetic Medicine,"1617 Westcliff Dr, Ste 205",Newport Beach,CA,92660,19494324730,drzelken@z-plasticsurgery.com,{'url': 'https://zelkeninstitute.com/'}
Skin Perfect Medical Costa Mesa,"3030 HARBOR BLVD, SUITE F",COSTA MESA,CA,92626,17148744448,ALEXDIPAOLO@SKINPERFECTMEDICAL.COM,{'url': 'https://skinperfectmedical.com/'}
Joanna Young Skin,"833 Dover Dr, Suite 15",Newport Beach,CA,92663,19492587711,joanna@joannayoung.com,{'url': 'https://www.joannayoung.com/'}
The Clinical Skin Coach,"930 WEST COAST HWY, SUITE 10",NEWPORT BEACH,CA,92663,16613489019,angelinatrivera531@gmail.com,{'url': 'https://clinicalskincoach.glossgenius.com/'}
LYVE,"1870 HARBOR BLVD, STUDIO 32",COSTA MESA,CA,92627,13104221071,SENSABAUGHJACY@GMAIL.COM,{'url': 'https://www.lyvewellness.com/'}
Skin Studio by Andrea M,"1870 HARBOR BLVD, SUITE 55",COSTA MESA,CA,92627,13108068942,SKINSTUDIO@SKINSTUDIO.ORG,{'url': 'https://skinstudiobyandream.com/'}
Freeface Skincare,"234 E 17TH STREET, SUITE 206",COSTA MESA,CA,92627,19494448880,URSULA@FREEFACESKINCARE.COM,{'url': 'https://freefaceskincare.com/'}
The Aesthetic Intention,"1870 HARBOR BLVD, 2ND FLOOR  SUITE 10",COSTA MESA,CA,92627,17147256459,THEAESTHETICINTENTION@GMAIL.COM,{'url': 'https://theaestheticintention.com/'}
Aesthology MD,"1640 NEWPORT BLVD, SUITE 370",COSTA MESA,CA,92627,17145191850,drflorin@aesthologymd.com,{'url': 'https://drwhitneyflorin.start.page/'}
Socal OBGYN,"1811 Brookhurst St, Ste 4450",Fountain Valley,CA,92708,17148482383,Mina2172@gmail.com,{'url': 'https://www.drmehtaobgyn.com/'}
Donna Tran MD,"495 Old Newport Boulevard, Suite 200",Newport Beach,CA,92663,17145249700,donnadtran@gmail.com,{'url': 'http://www.drdonnatran.com'}
Aesthetic Eye Care,"520 SUPERIOR AVENUE, SUITE 235",NEWPORT BEACH,CA,92663,19498874647,kate.wirta@drwirta.com,{'url': 'http://drwirta.com'}
Lisa Karamardian MD,"500 Superior Ave, Ste 210",Newport Beach,CA,92663,19496442722,karamboys@gmail.com,{'url': 'https://www.pacwha.com/'}
SSK Plastic Surgery,"500 SUPERIOR AVENUE, SUITE 340",NEWPORT BEACH,CA,92663,19495157874,sherry@sskplasticsurgery.com,{'url': 'https://sskplasticsurgery.com/'}
Newport Beach Center for Plastic Surgery,"361 Hospital Road, Suite 530",Newport Beach,CA,92663,19493835846,kacey@drsavalia.com,{'url': 'https://www.newportbeachcosmeticsurgeons.com/'}
Skin Maison,"1525 SUPERIOR AVENUE, SUITE 208",NEWPORT BEACH,CA,92663,17148738968,skinmaisonoc@gmail.com,{'url': 'http://Skinmaison.com'}
J'Derme,"3412 Via Oporto, Suite 203",Newport Beach,CA,92663,19493151777,heidi.cl@icloud.com,
Gaon Plastic Surgery,"1501 Superior Avenue, Ste 300",Newport Beach,CA,92663,19496404115,julie@drmarkgaon.com,{'url': 'http://www.gaonplasticsurgery.com'}
Mash Me Over,"2600 NEWPORT BLVD, SUITE 134",NEWPORT BEACH,CA,92663,17148092851,info@mashmeover.com,{'url': 'http://mashmeover.com'}
Julie Elaine,20860 E INDIANA AVE,LIBERTY LAKE,WA,99019,15092166401,JULIEELAINESPOKANE@GMAIL.COM,{'url': 'https://julieelaine.com/'}
Luxx Beauty Clinic,9579 BOLSA AVENUE,WESTMINSTER,CA,92683,17148523348,LUXXBEAUTY69@YAHOO.COM,{'url': 'https://luxxbeautyclinic.net/'}
Premier Cosmetic Surgery & Medspa,59 LAS TUNAS DRIVE,ARCADIA,CA,91007-8511,16262850508,angela@premiercosmeticla.com,{'url': 'https://premiercosmeticla.com/'}
Beauty From The Heart,"18305 Brookhurst Street, Suite 36",Fountain Valley,CA,92708,13232360955,sjennings3@aol.com,{'url': 'https://beautyfromtheheart.glossgenius.com/'}
Bare.co Skin Health & Medical Spa,"18305 BROOKHURST STREET, STUDIO 23",FOUNTAIN VALLEY,CA,92708,17142728186,christy@bareco.skin,{'url': 'https://www.bareco.skin/'}
Hana Beauty Med Spa,"9039 BOLSA AVENUE, SUITE 204",WESTMINSTER,CA,92683,17143831337,hanakieuly@gmail.com,{'url': 'https://hanabeautymedspa.com/'}
LadyBelle Medspa,8986 WARNER AVENUE,FOUNTAIN VALLEY,CA,92708,17145344500,NANCY@LADYBELLEMEDSPA.COM,{'url': 'https://ladybellemedspa.com/'}
Chuli Medical Clinic,9726 LAS TUNAS DRIVE,TEMPLE CITY,CA,91780,16265565566,chulimedical@gmail.com,
Usavi Beauty Room,14030 Lambert Road,Whittier,CA,90605,15625653334,usavibeautyroomllc@yahoo.com,{'url': 'https://usavi-beauty-room-llc.square.site/'}
Alana+ Wellness,6709 GREENLEAF AVENUE,WHITTIER,CA,90601,13238355417,SANDY@ALANAWELLNESS.ORG,{'url': 'https://www.alanawellness.org/'}
Me Aesthetic Clinic,12800 PHILADELPHIA STREET,WHITTIER,CA,90601,15622374540,EMMARN.MEAESTHETIC@GMAIL.COM,{'url': 'https://iklmp.myaestheticrecord.com/online-booking'}
Tia Medical Spa,3740 E FOOTHILL BLVD,PASADENA,CA,91107,16266588686,ADMIN@TIAMEDSPA.COM,{'url': 'https://tiamedicalspa.com/'}
James T Wang MD,"17822 Beach Blvd, Suite 468",Huntington Beach,CA,92647,17148418818,cosmedderm@icloud.com,{'url': 'http://www.drwangderm.com/'}
Venus MD Health & Beauty,"7561 CENTER AVENUE, SUITE 32",HUNTINGTON BEACH,CA,92647,17148398712,venusmdcenter@yahoo.com,{'url': 'https://venusmd.com/'}
Ideal Skin & Health,"16201 E Indiana Avenue, Suite 2260",Spokane,WA,99216,15098624682,idealskinandhealth@gmail.com,
Allure Anti-Aging & Aesthetics,"18800 Delaware Street, Ste 100",Huntington Beach,CA,92648,17148045460,skvakkalanka@gmail.com,{'url': 'https://www.alluremedicalaesthetic.com/'}
Mirror Mirror Aesthetics,"18821 Delaware Street, Suite 105A",Huntington Beach,CA,92648,13104899018,lane@occmed.com,{'url': 'https://www.mm-aesthetics.com/'}
Bare Aesthetics LA,"12200 WASHINGTON BLVD, UNIT G",WHITTIER,CA,90606,15624183642,BAREAESTHETICSLA@GMAIL.COM,{'url': 'https://bareaestheticsla.net/'}
House of Aesthetics,"16511 Goldenwest Street, Suite 111",Huntington Beach,CA,92647,13109628389,houseofaestheticsmedspa@gmail.com,
Ballanced Aesthetics,"315 3rd Street, Suite J",Huntington Beach,CA,92648,17147286080,ballancedaesthetics@gmail.com,
Bare Bunny Aesthetics,"307 3rd Street, Suite 101",Huntington Beach,CA,92648,17144721178,becca@barebunnyaesthetics.com,{'url': 'https://www.barebunnyaesthetics.com/'}
Aesthetic Theory Medspa,"12062 VALLEY VIEW STREET, SUITE 212",GARDEN GROVE,CA,92845,19497917050,welcome@atmedispa.com,{'url': 'https://www.atmedispa.com/'}
Luna Bella Aesthetics,33321 SANTIAGO ROAD,ACTON,CA,93510,16614817660,LBAESTHETICSRN@GMAIL.COM,{'url': 'https://lunabellaaesthetic.com/'}
Younger World Wellness Center,"360 E LAS TUNAS DRIVE, SUITE 204",SAN GABRIEL,CA,91776,13237026151,youngerworld888@gmail.com,{'url': 'https://www.youngerworldwellness.com/'}
Skin Boutique Medical Aesthetics,"4747 KATELLA AVENUE, SUITE 101  SALON ROW",CYPRESS,CA,90720,17149896806,INFO@SKINBOUTIQUEMA.COM,{'url': 'https://www.skinboutiquema.com/'}
Health Beauty Spa,"250 W VALLEY BLVD, 2ND FLOOR  SUITE G-5",SAN GABRIEL,CA,91776,16262880018,PW9893@GMAIL.COM,
Eve Aesthetics,"358 W Valley Boulevard, Suites 201 & 202",San Gabriel,CA,91776,16262888878,vivien@eve-aesthetics.com,{'url': 'https://eve-aesthetics.com/'}
West Dermatology - Los Alamitos,"4281 KATELLA AVENUE, SUITE 220",LOS ALAMITOS,CA,90720,15625928341,vivian.laopantrak@platinumderm.com,{'url': 'https://www.westdermatology.com/'}
OC Spa and Wellness Center,"4972 Warner Ave, Ste 101",Huntington Beach,CA,92649,17146254400,ronicastar@hotmail.com,{'url': 'http://www.theocspa.com/'}
Dr. Garrison Skin and Wellness,"4911 Warner Ave, Suite 205",Huntington Beach,CA,92649,,garrisonwell@gmail.com,{'url': 'http://www.skincarehb.com/'}
Pinnacle Wellness,12B N University Road,Spokane Valley,WA,99206,15094101492,admin@pinnaclewellnessclinic.com,{'url': 'http://pinnaclewellnessclinic.com'}
LA Beauty Skin Center - Pasadena,214 SOUTH LAKE AVENUE,PASADENA,CA,91101,18188880001,haikouhi.manager@labeautyskincenter.com,{'url': 'https://labeautyskincenter.com/'}
Mi Piel Medspa,709 W Whittier Blvd,Montebello,CA,90640,13236599149,mipielmedspa@gmail.com,{'url': 'https://www.mipielmedspa.com/'}
New Regeneration,"188 SOUTH MONTEREY STREET, SUITE 118",ALHAMBRA,CA,91801,16263904097,INFO@NEW-REGENERATION.COM,{'url': 'https://new-regeneration.com/'}
Beauty Lab Skincare,10781 LOS ALAMITOS BLVD,LOS ALAMITOS,CA,90720,15623979838,natalialbarzotti@gmail.com,{'url': 'https://www.beautylabskincare.com/'}
Blessed Beauty,10781 LOS ALAMITOS BLVD,LOS ALAMITOS,CA,90720,15624585321,BLESSEDBEAUTYRN@GMAIL.COM,{'url': 'https://blessedbeautyaesthetics.com/'}
New Life Solutions,"200 S. Los Robles Ave, Suite 210",Pasadena,CA,91100,16268179886,patrice@nlmedsolutions.com,{'url': 'https://www.newlifemedsolutions.com/'}
Dermatology Specialists of Pasadena,536 S Fair Oaks Avenue,Pasadena,CA,91105,16268179944,marina@pasadenadermatology.com,{'url': 'http://www.pasadenadermatology.com'}
Fleur Medical Aesthetics,"16450 PACIFIC COAST HWY, SUITE 200",HUNTINGTON BEACH,CA,92649,17142648417,ROSEINGRAM@CHARTER.NET,{'url': 'https://fleurmedicalaesthetics.com/'}
