name,address_line_1,address_line_2,city,state,zip,location,customer_class,loyalty,grade,national_account,national_account_id,phone,website,latitude,longitude
Beauty Studio by Hanna,1004 Anna Knapp Blvd,Ste 3,Mt Pleasant,SC,29464,"1004 Anna Knapp Blvd, Mt Pleasant, SC 29464",WHOLESALE,NONE,U,,,(843) 499-5444,,32.815172,-79.864084
Restore Hyper Wellness - North Mount Pleasant (SC012),1102 Oakland Market Rd.,Ste 2-3,Mt. Pleasant,SC,29466,"1102 Oakland Market Rd., Mt. Pleasant, SC 29466",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(843) 936-6313,,32.863957,-79.785759
Restore Hyper Wellness - South Mount Pleasant (SC004),893 Houston Northcutt Blvd.,,Mt. Pleasant,SC,29464,"893 Houston Northcutt Blvd., Mt. Pleasant, SC 29464",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(843) 442-4445,,32.803033,-79.888056
Dewy Skin Holistic & Corrective Spa,12060 Frontage Rd,Unit D,Murrells Inlet,SC,29576,"12060 Frontage Rd, Murrells Inlet, SC 29576",MEDICALSPA,NONE,U,,,(803) 239-8734,https://www.vagaro.com/dewyskinholisticandcorrectivespa,33.581969,-79.028606
Massage Envy - Coastal North - 34-1323,"1236 Highway 17N., Suite C3",,Myrtle Beach,SC,29582,"1236 Highway 17N., Suite C3, Myrtle Beach, SC 29582",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.838878,-78.664957
Massage Envy - Myrtle Beach / Surfside -,181 Brookton Cir,Unit 5,Myrtle Beach,SC,29588,"181 Brookton Cir, Myrtle Beach, Sc 29588",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,33.651971,-78.98304
Massage Envy - Myrtle Beach/grande Dunes,"980 Cipriana Dr., Unit A-2",,Myrtle Beach,SC,29572,"980 Cipriana Dr., Unit A-2, Myrtle Beach, SC 29572",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,33.761511,-78.813963
Massage Envy - Rock Hill - 24-0887,636 Crown Pointe Lane,Suite 107,Rock Hill,SC,29732,"636 Crown Pointe Lane, Rock Hill, SC 29732",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,34.940477,-80.981107
Restore Hyper Wellness - Rock Hill (SC013),"760 Herlong Ave,",Ste 102,Rock Hill,SC,29732,"760 Herlong Ave,, Rock Hill, SC 29732",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(803) 324-2535,,34.96364,-81.035109
Massage Envy - Simpsonville - 34-0696,355 Harrison Bridge Rd,,Simpsonville,SC,29680,"355 Harrison Bridge Rd, Simpsonville, Sc 29680",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,34.703207,-82.256844
Massage Envy - Spartanburg - 34-0695,117 East Blackstock Road,,Spartanburg,SC,29301,"117 East Blackstock Road, Spartanburg, Sc 29301",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,34.934368,-81.989145
Massage Envy - Summerville - 34-0517,404b Azalea Square Blvd,,Summerville,SC,29483,"404b Azalea Square Blvd, Summerville, Sc 29483",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.039802,-80.160803
Massage Envy - Wescott - 34-1174,"9500 Dorchester Rd., Ste. 314",,Summerville,SC,29485,"9500 Dorchester Rd., Ste. 314, Summerville, SC 29485",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,32.935732,-80.140002
Blackhills Dermatology,7236 Jordan Dr.,Ste. 101,Rapid City,SD,57709,"7236 JORDAN DR., Rapid City, SD 57709",DOCTOR,NONE,E,,,,,44.014488,-103.247054
Massage Envy - Rapid City - 19-1363,"1225 Eglin St,, Suite 200",,Rapid City,SD,57701,"1225 Eglin St,, Suite 200, Rapid City, SD 57701",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,44.098878,-103.190392
Massage Envy - Sioux Falls,4821 S. Louise Avenue,,Sioux Falls,SD,57106,"4821 S. Louise Avenue, Sioux Falls, Sd 57106",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,43.501323,-96.772846
Skin Sanctuary,46994 271st St.,Suite A&B,Tea,SD,57064,"46994 271st St., Tea, SD 57064",MEDICALSPA,SILVER,C,,,(605) 940-2940,www.skinsanctuarysd.com,43.461583,-96.808608
Massage Envy - Hamilton Crossing - 48-11,258 Hamilton Crossing Dr Ste B,,Alcoa,TN,37701,"258 Hamilton Crossing Dr Ste B, Alcoa, TN 37701",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.766055,-83.986083
Massage Envy - Bellevue / Nashville - 48,"8024 Highway 100, STE 2B",,Bellevue,TN,37221,"8024 Highway 100, STE 2B, Bellevue, TN 37221",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.047065,-86.951699
Heritage Salon at Brentwood,900 Heritage Way,,Brentwood,TN,37027,"900 Heritage Way, Brentwood, TN 37027",WHOLESALE,NONE,U,,,,,36.006389,-86.78621
Massage Envy - Brentwood North- closed,330 Franklin Rd Ste 120a,,Brentwood,TN,37027,"330 Franklin Rd Ste 120a, Brentwood, Tn 37027",MECLASS,NONE,None,,,,,36.026336,-86.791156
Massage Envy - Cool Springs - 48-0373,1731-A Mallory Lane,,Brentwood,TN,37027,"1731-A Mallory Lane, Brentwood, TN 37027",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,35.961165,-86.816912
Skin Therapy,Sola Salon Suites,18 Cadillac Dr Ste 400,Brentwood,TN,37027,"SOLA SALON SUITES, Brentwood, TN 37027",WHOLESALE,NONE,U,,,,,36.036082,-86.801589
SkinSpirit - Brentwood,400 Centerview Dr,Ste 4000,Brentwood,TN,37027,"400 Centerview Dr, Brentwood, TN 37027",MEDICALSPA,NONE,E,SkinSpirit National Account,11038393,,www.skinspirit.com,36.026597,-86.787662
Massage Envy - Frazier - 48-0864,345 Frazier Ave,Ste 108,Chattanooga,TN,37405,"345 Frazier Ave, Chattanooga, TN 37405",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.062306,-85.304816
Massage Envy - Hamilton Place - 48-0844,2100 Hamilton Place Blvd,Ste 208,Chattanooga,TN,37421,"2100 Hamilton Place Blvd, Chattanooga, Tn 37421",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.033797,-85.159501
Massage Envy - Madison Commons - 48-1093,"1767 Madison Street, Suite B102",,Clarksville,TN,37043,"1767 Madison Street, Suite B102, Clarksville, TN 37043",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.515117,-87.314711
Massage Envy - Tiny Town - 48-1461,1780 Tiny Town Rd,,Clarksville,TN,37042,"1780 Tiny Town Rd, Clarksville, TN 37042",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.62452,-87.319744
Bliss Luxury Spa & Salon,4020 Ocoee St N,,Cleveland,TN,37312,"4020 Ocoee St N, Cleveland, TN 37312",WHOLESALE,NONE,E,,,,,35.194398,-84.849022
Massage Envy - Collierville - 27-0120,"4610 Merchants Park Circle, Suite 511",,Collierville,TN,38017,"4610 Merchants Park Circle, Suite 511, Collierville, TN 38017",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.023071,-89.720149
Massage Envy - Cordova - 27-1054,2362 N Germantown Pkwy,,Cordova,TN,38016,"2362 N Germantown Pkwy, Cordova, TN 38016",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.189849,-89.791416
Massage Envy - Turkey Creek - 48-0802,11669 Parkside Drive,,Farragut,TN,37934,"11669 Parkside Drive, Farragut, Tn 37934",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.895329,-84.171848
Chameleon Spa and Wellness,2320 Thornton Taylor Pkwy,,Fayetville,TN,37334,"2320 Thornton Taylor Pkwy, Fayetville, TN 37334",DOCTOR,NONE,N,,,(931) 993-4966,www.chameleonspatn.com,35.147777,-86.562695
J. Lynn Skin,2669 Huntsville Hwy,Ste B,Fayetville,TN,37334,"2669 Huntsville Hwy, Fayetville, TN 37334",MEDICALSPA,NONE,N,,,(615) 580-7248,www.jlynnskin.com,35.144368,-86.570498
A Moments Peace Salon & Day Spa,Attn: Danielle Lotito,9050 Carothers Pkwy Ste 108,Franklin,TN,37067,"ATTN: DANIELLE LOTITO, Franklin, TN 37067",MEDICALSPA,SILVER,C,,,,,35.957516,-86.801832
"Mary Lynn Moran, MD",600A Frazier Dr,Ste 120,Franklin,TN,37067,"600A Frazier Dr, Franklin, TN 37067",DOCTOR,NONE,U,,,,,35.945341,-86.821485
Pinup Skin Medical Spa,112 East Fowlkes St.,,Franklin,TN,37064,"112 East Fowlkes St., Franklin, TN 37064",MEDICALSPA,NONE,E,,,(615) 295-9990,www.pinupskinspa.com,35.91782,-86.87196
Sheron Laumann,4107 Mallory Ln,Ste 143,Franklin,TN,37067,"4107 Mallory Ln, Franklin, TN 37067",WHOLESALE,NONE,E,,,,,36.033373,-86.786454
Thrive Wellness and Aesthetics,4107 Mallory Lane,Suite 131,Franklin,TN,37067,"4107 Mallory Lane, Franklin, TN 37067",MEDICALSPA,NONE,N,,,(615) 406-5111,www.thrivewelltn.com,35.931328,-86.82491
Massage Envy - Germantown Tn - 27-0775,"7820 Poplar Avenue, Ste. 4-6",,Germantown,TN,38138,"7820 Poplar Avenue, Ste. 4-6, Germantown, TN 38138",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.090523,-89.801979
Skin Alchemy,7800 Neshoba Rd,Ste 202,Germantown,TN,38138,"7800 Neshoba Rd, Germantown, TN 38138",MEDICALSPA,SILVER,C,,,(901) 428-0573,,35.101692,-89.803371
Massage Envy - Hendersonville/nashville,1050 Glenbrook Way # 200,,Hendersonville,TN,37075,"1050 Glenbrook Way # 200, Hendersonville, Tn 37075",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.332108,-86.625463
Massage Envy - Hixson - 48-1180,"5591 Highway 153,",,Hixson,TN,37343,"5591 Highway 153,, Hixson, TN 37343",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.146735,-85.251454
Light Rx Face & Body - Knoxville,11627 Parkside Dr.,,Knoxville,TN,37934,"11627 Parkside Dr., Knoxville, TN 37934",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,35.896396,-84.171226
Massage Envy - Cherokee Plaza - 48-0689,5508 Kingston Pike,,Knoxville,TN,37919,"5508 Kingston Pike, Knoxville, Tn 37919",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.93465,-83.993223
Massage Envy - Northshore Knoxville - 48,"9450 S. Northshore Dr., Ste. 112",,Knoxville,TN,37922,"9450 S. Northshore Dr., Ste. 112, Knoxville, TN 37922",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.861674,-84.06717
Beauty Boutique LLC.,107 Signature Place,,Lebanon,TN,37087,"107 Signature Place, Lebanon, TN 37087",MEDICALSPA,NONE,U,,,,,36.216013,-86.333012
LMK Aesthetics,100 Physicians Way,Suite 310,Lebanon,TN,37090,"100 Physicians Way, Lebanon, TN 37090",MEDICALSPA,NONE,U,,,,,36.17799,-86.326839
"The Skin Lab, LLC",706 Cadet Ct,,Lebanon,TN,37087,"706 Cadet Ct, Lebanon, TN 37087",MEDICALSPA,NONE,E,,,,,36.213408,-86.308159
Sunshine Heals,415 Woodbury Hwy,,Manchester,TN,37355,"415 Woodbury Hwy, Manchester, TN 37355",WHOLESALE,NONE,U,,,,https://sunshinehealsnaturally.com/,35.492983,-86.087968
STYLES ON BROADWAY - Martin,308 Broadway,,Martin,TN,38237,"308 BROADWAY, Martin, TN 38237",WHOLESALE,SILVER,A,,,,,36.343367,-88.848689
Massage Envy -  Midtown Memphis,1680 Union Ave,Ste 111,Memphis,TN,38104,"1680 Union Ave, Memphis, Tn 38104",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.136203,-90.005865
The Tanenbaum Dermatology Center,760 E Brookhaven Cir,,Memphis,TN,38117,"760 E Brookhaven Cir, Memphis, TN 38117",DOCTOR,NONE,D,,,,,35.112225,-89.889124
Restore Hyper Wellness - Mt Juliet (TN008),401 S Mount Juliet Rd.,Ste 131,Mount Juliet,TN,37122,"401 S Mount Juliet Rd., Mount Juliet, TN 37122",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(615) 288-4529,,36.167124,-86.511295
Inspire Medical,151 Adams Ln,Ste 8,Mt. Juliet,TN,37122,"151 Adams Ln, Mt. Juliet, TN 37122",DOCTOR,NONE,U,,,,,36.169304,-86.517576
Massage Envy - Mt. Juliet - 48-0893,"401 S. Mt. Juliet Road, #240",,Mt. Juliet,TN,37122,"401 S. Mt. Juliet Road, #240, Mt. Juliet, TN 37122",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,36.165615,-86.511861
Southern Wax and Skin Co.,1984 Providence Pkwy,"Ste 201, Rm 115",Mt. Juliet,TN,37122,"1984 Providence Pkwy, Mt. Juliet, TN 37122",WHOLESALE,NONE,E,,,,,36.163736,-86.516984
Bloom Wild Aesthetics,220 N. Spring St.,,Murfreesboro,TN,37130,"220 N. Spring St., Murfreesboro, TN 37130",MEDICALSPA,NONE,E,,,(615) 359-2992,www.bloomwildaesthetics.com,35.847649,-86.389673
Massage Envy - Murfreesboro - 48-0665,"2615 Medical Center Parkway, STE 1760",,Murfreesboro,TN,37129,"2615 Medical Center Parkway, STE 1760, Murfreesboro, TN 37129",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,35.857661,-86.443263
Restore Hyper Wellness - Murfreesboro (TN018),2615 Medical Center Pkwy,Ste 1775 & 1777,Murfreesboro,TN,37129,"2615 Medical Center Pkwy, Murfreesboro, TN 37129",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(629) 267-7600,,35.86213,-86.447078
Skin Perfect,833 Memorial blvd,Suite G,Murfreesboro,TN,37129,"833 Memorial blvd, Murfreesboro, TN 37129",MEDICALSPA,SILVER,N,,,(615) 632-3151,https://www.skinperfectaw.com/,35.854741,-86.39555
Webb Aesthetic Plastic Surgery & Med Spa,836 N Thompson Ln,Ste 2 A,Murfreesboro,TN,37129,"836 N Thompson Ln, Murfreesboro, TN 37129",DOCTOR,NONE,D,,,,drshaynewebb.com,35.860155,-86.429051
Bare Skin,1904 Seminole Avenue,,Nashville,TN,37211,"1904 Seminole Avenue, Nashville, TN 37211",MEDICALSPA,SILVER,N,,,(615) 675-9655,www.bareskintn.com,36.128719,-86.759924
EB Skin,2104 Crestmoor,Unit 103,Nashville,TN,37215,"2104 Crestmoor, Nashville, TN 37215",WHOLESALE,SILVER,C,,,,,36.108901,-86.813187
Massage Envy - Belle Meade - 48-1097,"73 White Bridge Rd., Ste. 121",,Nashville,TN,37205,"73 White Bridge Rd., Ste. 121, Nashville, TN 37205",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,36.12948,-86.85646
Massage Envy - Green Hills - 48-0185,"2002 Richard Jones Rd., Ste. A-101",,Nashville,TN,37215,"2002 Richard Jones Rd., Ste. A-101, Nashville, TN 37215",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.104891,-86.811313
Massage Envy - West End - 48-1092,2304 Elliston Place,,Nashville,TN,37203,"2304 Elliston Place, Nashville, Tn 37203",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.149993,-86.805838
Nashville Wellness & IV,67 Lindsley Ave,,Nashville,TN,37210,"67 Lindsley Ave, Nashville, TN 37210",MEDICALSPA,NONE,N,,,(906) 367-2525,,36.154552,-86.763563
Restore Hyper Wellness - Nashville - Music Row (TN004),117 17th Ave S.,,Nashville,TN,37203,"117 17th Ave S., Nashville, TN 37203",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(615) 987-9626,,36.152086,-86.793451
Massage Envy - Emory Road - 48-1113,627 Emory Rd.,,Powell,TN,37849,"627 Emory Rd., Powell, Tn 37849",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,36.053025,-83.990484
Massage Envy - Spring Hill,4884 Port Royal Rd,Ste 140,Spring Hill,TN,37174,"4884 Port Royal Rd, Spring Hill, TN 37174",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.739383,-86.891982
Jolie Aesthetics,27 W Mason Ct,,Woodbury,TN,37190,"27 W Mason Ct, Woodbury, TN 37190",MEDICALSPA,NONE,E,,,,,35.82746,-86.085439
Abilene Beauty Bus,"Attn: Sara Trammell, MD",642 Sayles Blvd,Abilene,TX,79605,"Attn: Sara Trammell, MD, Abilene, TX 79605",DOCTOR,SILVER,B,,,,,32.438923,-99.779023
Massage Envy - Prestonwood,5225 Belt Line Road Ste 250,,Addison,TX,75254,"5225 Belt Line Road Ste 250, Addison, Tx 75254",MECLASS,NONE,E,,,,,32.954675,-96.817439
Massage Envy - Sunset Ridge - 52-1041,6484 N. New Braunfels,,Alamo Heights,TX,78209,"6484 N. New Braunfels, Alamo Heights, Tx 78209",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,29.489932,-98.458656
Massage Envy - Allen,816 W. McDermott Dr,Ste 340,Allen,TX,75013,"816 W. McDermott Dr, Allen, TX 75013",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,33.103216,-96.682401
Massage Envy - Arlington Highlands - 50-,3900 Arlington Highlands Blvd,Ste 125,Arlington,TX,76018,"3900 Arlington Highlands Blvd, Arlington, Tx 76018",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,32.681162,-97.11001
Massage Envy - North Arlington,1805  N Collins St,Suite 115,Arlington,TX,76011,"1805  N Collins St, Arlington, TX 76011",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,32.762914,-97.096661
Iri Spa,"13740 Research Blvd, Building B",Suite 2,Austin,TX,78750,"13740 Research Blvd, Building B, Austin, TX 78750",WHOLESALE,SILVER,N,,,(512) 247-0653,https://iri-spa.com/,30.459236,-97.794887
Massage Envy - Arbor Walk - 25-0143,10515 N Mopac Expressway Suite 210,,Austin,TX,78758,"10515 N Mopac Expressway Suite 210, Austin, TX 78758",MECLASS,NONE,A,Massage Envy Franchising,11041861,,,30.390073,-97.73263
Massage Envy - Central Austin - 25,507 Pressler St,Ste 800,Austin,TX,78703,"507 Pressler St, AUSTIN, TX 78703",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,30.299835,-97.719941
Massage Envy - Circle C Ranch - 25-0144,9600 Escarpment Blvd,Ste 860,Austin,TX,78749,"9600 Escarpment Blvd, Austin, Tx 78749",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,30.202835,-97.878857
Massage Envy - Lakeline - 25-0145,14005 North US Hwy 183 Suite 200,,Austin,TX,78613,"14005 North US Hwy 183 Suite 200, Austin, TX 78613",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,30.47554,-97.796582
Massage Envy - Southpark Meadows - 25-01,9500 S Ih 35,Ste L500,Austin,TX,78748,"9500 S Ih 35, Austin, Tx 78748",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,30.165254,-97.792856
Massage Envy - Westlake - 25-0108,"3201 Bee Cave Road, Suite 156",,Austin,TX,78746,"3201 Bee Cave Road, Suite 156, Austin, TX 78746",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,30.273038,-97.800224
Quintessence Plastic Surgery,6611 River Place Blvd,Ste. 201,Austin,TX,78730,"6611 River Place Blvd, Austin, TX 78730",DOCTOR,NONE,U,,,,,30.392588,-97.845939
Restore Hyper Wellness - Arbor Trails (TX001),4301 W William Cannon Dr,Bldg. B Ste 146,Austin,TX,78749,"4301 W William Cannon Dr, Austin, TX 78749",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(512) 614-2151,,30.221504,-97.841182
Restore Hyper Wellness - Austin Gateway (TX006),9901 N Capital of Texas Hwy,Ste 140,Austin,TX,78759,"9901 N Capital of Texas Hwy, Austin, TX 78759",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,,,30.389484,-97.740694
Restore Hyper Wellness - Four Points (TX108),7301 N Fm 620,Ste 160,Austin,TX,78730,"7301 N FM 620, Austin, TX 78730",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(512) 358-4020,,30.404784,-97.851555
Restore Hyper Wellness - South Lamar (TX024),1100 S Lamar Blvd.,,Austin,TX,78704,"1100 S Lamar Blvd., Austin, TX 78704",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(512) 291-3156,,30.25569,-97.763062
Skin Society Austin,"2708 South Lamar Blvd, Suite 100A",,Austin,TX,78704,"2708 South Lamar Blvd, Suite 100A, Austin, TX 78704",WHOLESALE,NONE,N,,,(512) 971-7322,https://the-skin-society-austin.square.site,30.245185,-97.781059
SkinSpirit - Austin,9607 Research Blvd.,Suite #110,Austin,TX,78759,"9607 Research Blvd., Austin, TX 78759",DOCTOR,NONE,E,SkinSpirit National Account,11038393,(737) 255-8200,https://www.skinspirit.com,30.387283,-97.742783
SkinSpirit -West Lake Hills,3300 Bee Cave Rd,Ste 290,Austin,TX,78746,"3300 Bee Cave Rd, Austin, TX 78746",DOCTOR,NONE,D,SkinSpirit National Account,11038393,,,30.273775,-97.798603
SkinSpirit LLC - Austin,405 N Lamar Blvd,Ste 110,Austin,TX,78703,"405 N Lamar Blvd, Austin, TX 78703",DOCTOR,NONE,D,SkinSpirit National Account,11038393,,,30.269388,-97.754641
Waxing Crescent,5601 Brodie Ln,Ste 1000,Austin,TX,78745,"5601 Brodie Ln, Austin, TX 78745",WHOLESALE,NONE,U,,,,,30.226874,-97.820629
Massage Envy - Baytown,8824 N Highway 146,Suite 120,Baytown,TX,77523,"8824 N Highway 146, Baytown, TX 77523",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,29.819406,-94.898689
Massage Envy - Beaumont,3970 Dowlen Road,,Beaumont,TX,77706,"3970 Dowlen Road, Beaumont, TX 77706",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,30.116672,-94.166973
bohème Aesthetics,350 Pine St Suite 100,,Beaumont,TX,77701,"350 Pine St Suite 100, Beaumont, TX 77701",WHOLESALE,SILVER,N,,,(409) 347-6014,https://boheme-aesthetics.com/,30.085608,-94.09757
Skin Elite,1264 Harwood Rd,,Bedford,TX,76021,"1264 Harwood Rd, Bedford, TX 76021",MEDICALSPA,NONE,D,,,(815) 326-0234,www.skinelite.com,32.85233,-97.147991
Restore Hyper Wellness - Bee Cave (TX003),4005 Market St.,Unit 130,Bee Cave,TX,78738,"4005 Market St., Bee Cave, TX 78738",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(512) 494-6950,,30.306655,-97.935855
Sanova Dermatology,3944 Ranch Rd 620 S,Bldg 6 Ste 201,Bee Cave,TX,78738,"3944 Ranch Rd 620 S, Bee Cave, TX 78738",DOCTOR,NONE,N,Docs Dermatology,0012009790,(888) 414-3627,,30.309067,-97.947466
ACE Plastic Surgery,134 Menger Springs,#1230,Boerne,TX,78006,"134 Menger Springs, Boerne, TX 78006",DOCTOR,SILVER,N,,,(210) 610-8120,https://www.aceplasticsurgerytx.com/,29.771939,-98.730689
Massage Envy - Hebron at Old Denton,1012 W. Hebron Pkwy,Suite 300,Carrollton,TX,75010,"1012 W. Hebron Pkwy, Carrollton, TX 75010",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.022034,-96.917475
Massage Envy - Uptown Village Cedar Hill,"305 W FM 1382, Ste. 110",,Cedar Hill,TX,75104,"305 W FM 1382, Ste. 110, Cedar Hill, TX 75104",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,32.603455,-96.943265
Massage Envy - Cedar Park - 25-0338,1335 East Whitestone Blvd Suite E-300,,Cedar Park,TX,78613,"1335 East Whitestone Blvd Suite E-300, Cedar Park, Tx 78613",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,30.527236,-97.814175
The Aesthetic Edit ATX,700 Market St,206,Cedar Park,TX,78613,"700 Market St, Cedar Park, TX 78613",MEDICALSPA,NONE,N,,,,,30.530564,-97.784734
A'NIS Aesthetics,205 S Main St,,Cibolo,TX,78108,"205 S Main St, Cibolo, TX 78108",MEDICALSPA,NONE,U,,,,,29.559767,-98.22619
Skin Care By Heather,Heather Castleberry,22641 Pine St,Coffee City,TX,75763,"HEATHER CASTLEBERRY, Coffee City, TX 75763",MEDICALSPA,NONE,E,,,,,32.35126,-95.301062
Restore Hyper Wellness -College Station -TX112,1255 Arrington Rd,Ste 5000,College Station,TX,77845,"1255 Arrington Rd, College Station, TX 77845",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(979) 398-3129,https://www.restore.com/,30.559206,-96.263536
Massage Envy - Colleyville,"5615 Colleyville Blvd., Ste 470",,Colleyville,TX,76034,"5615 Colleyville Blvd., Ste 470, Colleyville, TX 76034",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,32.891086,-97.147885
Restore Hyper Wellness - Colleyville (TX095),4709 Colleyville Blvd,Ste 600,Colleyville,TX,76034,"4709 Colleyville Blvd, Colleyville, TX 76034",DOCTOR,NONE,N,Restore Hyper Wellness - Parent Account,11061787,(817) 576-4372,,32.878846,-97.156498
Trinity Aesthetics & Laser,88 Village Ln,#150,Colleyville,TX,76034,"88 VILLAGE LN, Colleyville, TX 76034",DOCTOR,SILVER,B,,,,,32.884681,-97.155877
Facial Aesthetic Care and Enhancement,1909 Longmire Road,"Building H, Ste. H3",Conroe,TX,77304,"1909 Longmire Road, Conroe, TX 77304",MEDICALSPA,NONE,D,,,(713) 882-6797,christinainjects.com,30.336075,-95.50373
Farmer Dermatology,4015 I 45 N,Ste 300,Conroe,TX,77304,"4015 I 45 N, Conroe, TX 77304",DOCTOR,NONE,E,,,,,30.36853,-95.486588
Massage Envy - Teas Crossing - 05-0961,"1140 N. FM 3083, Ste. 900",,Conroe,TX,77304,"1140 N. FM 3083, Ste. 900, Conroe, TX 77304",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,30.352172,-95.485892
Radiant Skin and Health,4015 I-45 N,Ste 300,Conroe,TX,77304,"4015 I-45 N, Conroe, TX 77304",DOCTOR,NONE,D,,,,,30.36853,-95.486588
Massage Envy - Coppell,120 S Denton Tap Rd STE 303,,Coppell,TX,75019,"120 S Denton Tap Rd STE 303, Coppell, TX 75019",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,32.968222,-96.992226
Massage Envy - Corinth,"4451 Fm 2181, Ste 130",,Corinth,TX,76210,"4451 FM 2181, STE 130, Corinth, TX 76210",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.131427,-97.043154
Massage Envy - Corpus Christi - 52-0933,"5425 South Padre Island Dr, #165",,Corpus Christi,TX,78411,"5425 South Padre Island Dr, #165, Corpus Christi, TX 78411",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,27.70849,-97.374004
"Reset Aesthetics, LLC",4918 Everhart Rd.,,Corpus Christi,TX,78411,"4918 Everhart Rd., Corpus Christi, TX 78411",MEDICALSPA,NONE,N,,,(361) 766-0059,https://resetaesthetics.square.site/,27.717118,-97.382482
Massage Envy - Cypress - 05-0157,"25626 Northwest Freeway, Ste 900",,Cypress,TX,77429,"25626 Northwest Freeway, Ste 900, Cypress, TX 77429",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,29.970093,-95.689672
Massage Envy - Campbell / Coit - 50-0135,7529 Campbell,,Dallas,TX,75248,"7529 Campbell, Dallas, Tx 75248",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,32.979834,-96.770396
Massage Envy - Campbell @ Coit,7529 Campbell Rd.,Ste 301,Dallas,TX,75248,"7529 Campbell Rd., Dallas, TX 75248",MECLASS,NONE,None,Massage Envy Franchising,11041861,,,32.979834,-96.770396
Massage Envy - Casa Linda,"9440 Garland Road, Suite 174",,Dallas,TX,75218,"9440 Garland Road, Suite 174, Dallas, TX 75218",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,32.832068,-96.701807
